COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9000785A,1283,291,N, ,POLLING PLACE,200,109,88, 
LOS ANGELES,9000785A,1283,291,N, ,VBM PORTION,1109,786,305, 
LOS ANGELES,9000785A,1283,291,N,2459,TOTAL,1309,895,393, 
LOS ANGELES,9000795A,1284,280,N, ,POLLING PLACE,213,158,53, 
LOS ANGELES,9000795A,1284,280,N, ,VBM PORTION,880,704,160, 
LOS ANGELES,9000795A,1284,280,N,2025,TOTAL,1093,862,213, 
LOS ANGELES,9000796B,1285,290,N, ,POLLING PLACE,279,186,85, 
LOS ANGELES,9000796B,1285,290,N, ,VBM PORTION,919,593,314, 
LOS ANGELES,9000796B,1285,290,N,2037,TOTAL,1198,779,399, 
LOS ANGELES,9000801A,1286,777,N, ,POLLING PLACE,179,48,125, 
LOS ANGELES,9000801A,1286,777,N, ,VBM PORTION,898,443,427, 
LOS ANGELES,9000801A,1286,777,N,2404,TOTAL,1077,491,552, 
LOS ANGELES,9000803D,1287,290,N, ,POLLING PLACE,250,132,108, 
LOS ANGELES,9000803D,1287,290,N, ,VBM PORTION,1431,958,455, 
LOS ANGELES,9000803D,1287,290,N,2942,TOTAL,1681,1090,563, 
LOS ANGELES,9000812A,1288,484,N, ,POLLING PLACE,96,53,41, 
LOS ANGELES,9000812A,1288,484,N, ,VBM PORTION,374,236,130, 
LOS ANGELES,9000812A,1288,484,N,2408,TOTAL,470,289,171, 
LOS ANGELES,9000817B,1289,291,N, ,POLLING PLACE,220,131,83, 
LOS ANGELES,9000817B,1289,291,N, ,VBM PORTION,1002,653,325, 
LOS ANGELES,9000817B,1289,291,N,2220,TOTAL,1222,784,408, 
LOS ANGELES,9000818A,1290,291,N, ,POLLING PLACE,314,215,95, 
LOS ANGELES,9000818A,1290,291,N, ,VBM PORTION,1166,901,242, 
LOS ANGELES,9000818A,1290,291,N,2924,TOTAL,1480,1116,337, 
LOS ANGELES,9000819A,1291,277,N, ,POLLING PLACE,201,107,85, 
LOS ANGELES,9000819A,1291,277,N, ,VBM PORTION,714,438,260, 
LOS ANGELES,9000819A,1291,277,N,1736,TOTAL,915,545,345, 
LOS ANGELES,9000821A,1292,291,N, ,POLLING PLACE,198,118,75, 
LOS ANGELES,9000821A,1292,291,N, ,VBM PORTION,801,504,273, 
LOS ANGELES,9000821A,1292,291,N,2215,TOTAL,999,622,348, 
LOS ANGELES,9000823A,1293,291,N, ,POLLING PLACE,252,182,65, 
LOS ANGELES,9000823A,1293,291,N, ,VBM PORTION,1071,819,234, 
LOS ANGELES,9000823A,1293,291,N,3239,TOTAL,1323,1001,299, 
LOS ANGELES,9000824A,1294,486,N, ,POLLING PLACE,119,71,46, 
LOS ANGELES,9000824A,1294,486,N, ,VBM PORTION,451,285,156, 
LOS ANGELES,9000824A,1294,486,N,2347,TOTAL,570,356,202, 
LOS ANGELES,9000826A,7606,277,N, ,POLLING PLACE,196,140,53, 
LOS ANGELES,9000826A,7606,277,N, ,VBM PORTION,1062,840,214, 
LOS ANGELES,9000826A,7606,277,N,1833,TOTAL,1258,980,267, 
LOS ANGELES,9000830A,1295,291,N, ,POLLING PLACE,263,157,103, 
LOS ANGELES,9000830A,1295,291,N, ,VBM PORTION,1165,814,332, 
LOS ANGELES,9000830A,1295,291,N,2867,TOTAL,1428,971,435, 
LOS ANGELES,9000831A,1296,777,N, ,POLLING PLACE,349,61,281, 
LOS ANGELES,9000831A,1296,777,N, ,VBM PORTION,1450,529,899, 
LOS ANGELES,9000831A,1296,777,N,3123,TOTAL,1799,590,1180, 
LOS ANGELES,9000834A,1297,487,N, ,POLLING PLACE,89,46,38, 
LOS ANGELES,9000834A,1297,487,N, ,VBM PORTION,348,199,145, 
LOS ANGELES,9000834A,1297,487,N,2429,TOTAL,437,245,183, 
LOS ANGELES,9000835A,1298,291,N, ,POLLING PLACE,310,194,110, 
LOS ANGELES,9000835A,1298,291,N, ,VBM PORTION,1324,988,309, 
LOS ANGELES,9000835A,1298,291,N,3207,TOTAL,1634,1182,419, 
LOS ANGELES,9000843B,7609,290,N, ,POLLING PLACE,122,89,32, 
LOS ANGELES,9000843B,7609,290,N, ,VBM PORTION,693,507,174, 
LOS ANGELES,9000843B,7609,290,N,1641,TOTAL,815,596,206, 
LOS ANGELES,9000852B,7610,279,N, ,POLLING PLACE,69,51,15, 
LOS ANGELES,9000852B,7610,279,N, ,VBM PORTION,416,348,61, 
LOS ANGELES,9000852B,7610,279,N,664,TOTAL,485,399,76, 
LOS ANGELES,9000854A,1299,277,N, ,POLLING PLACE,213,150,61, 
LOS ANGELES,9000854A,1299,277,N, ,VBM PORTION,989,794,182, 
LOS ANGELES,9000854A,1299,277,N,1853,TOTAL,1202,944,243, 
LOS ANGELES,9000856A,1300,291,N, ,POLLING PLACE,281,170,106, 
LOS ANGELES,9000856A,1300,291,N, ,VBM PORTION,1126,828,268, 
LOS ANGELES,9000856A,1300,291,N,3005,TOTAL,1407,998,374, 
LOS ANGELES,9000870A,1301,298,N, ,POLLING PLACE,110,51,55, 
LOS ANGELES,9000870A,1301,298,N, ,VBM PORTION,529,269,236, 
LOS ANGELES,9000870A,1301,298,N,1819,TOTAL,639,320,291, 
LOS ANGELES,9000874A,1302,280,N, ,POLLING PLACE,382,278,97, 
LOS ANGELES,9000874A,1302,280,N, ,VBM PORTION,1923,1462,433, 
LOS ANGELES,9000874A,1302,280,N,3564,TOTAL,2305,1740,530, 
LOS ANGELES,9000876A,1303,291,N, ,POLLING PLACE,228,151,71, 
LOS ANGELES,9000876A,1303,291,N, ,VBM PORTION,782,504,265, 
LOS ANGELES,9000876A,1303,291,N,2531,TOTAL,1010,655,336, 
LOS ANGELES,9000878D,7611,291,N, ,POLLING PLACE,40,25,14, 
LOS ANGELES,9000878D,7611,291,N, ,VBM PORTION,209,138,69, 
LOS ANGELES,9000878D,7611,291,N,470,TOTAL,249,163,83, 
LOS ANGELES,9000884B,7612,294,N, ,POLLING PLACE,147,70,72, 
LOS ANGELES,9000884B,7612,294,N, ,VBM PORTION,712,320,379, 
LOS ANGELES,9000884B,7612,294,N,1845,TOTAL,859,390,451, 
LOS ANGELES,9000885C,1304,291,N, ,POLLING PLACE,226,145,77, 
LOS ANGELES,9000885C,1304,291,N, ,VBM PORTION,863,574,269, 
LOS ANGELES,9000885C,1304,291,N,2034,TOTAL,1089,719,346, 
LOS ANGELES,9000892A,1305,291,N, ,POLLING PLACE,224,101,118, 
LOS ANGELES,9000892A,1305,291,N, ,VBM PORTION,778,463,292, 
LOS ANGELES,9000892A,1305,291,N,2470,TOTAL,1002,564,410, 
LOS ANGELES,9000896A,1306,291,N, ,POLLING PLACE,250,112,128, 
LOS ANGELES,9000896A,1306,291,N, ,VBM PORTION,881,510,348, 
LOS ANGELES,9000896A,1306,291,N,2840,TOTAL,1131,622,476, 
LOS ANGELES,9000902B,1307,291,N, ,POLLING PLACE,247,127,111, 
LOS ANGELES,9000902B,1307,291,N, ,VBM PORTION,581,314,252, 
LOS ANGELES,9000902B,1307,291,N,2461,TOTAL,828,441,363, 
LOS ANGELES,9000905A,1308,291,N, ,POLLING PLACE,262,116,136, 
LOS ANGELES,9000905A,1308,291,N, ,VBM PORTION,826,474,330, 
LOS ANGELES,9000905A,1308,291,N,2548,TOTAL,1088,590,466, 
LOS ANGELES,9000916A,1309,291,N, ,POLLING PLACE,259,108,143, 
LOS ANGELES,9000916A,1309,291,N, ,VBM PORTION,821,473,333, 
LOS ANGELES,9000916A,1309,291,N,2487,TOTAL,1080,581,476, 
LOS ANGELES,9000918A,1310,277,N, ,POLLING PLACE,108,57,48, 
LOS ANGELES,9000918A,1310,277,N, ,VBM PORTION,534,331,194, 
LOS ANGELES,9000918A,1310,277,N,1432,TOTAL,642,388,242, 
LOS ANGELES,9000919B,7613,288,N, ,POLLING PLACE,58,34,24, 
LOS ANGELES,9000919B,7613,288,N, ,VBM PORTION,249,151,89, 
LOS ANGELES,9000919B,7613,288,N,748,TOTAL,307,185,113, 
LOS ANGELES,9000922D,1311,291,N, ,POLLING PLACE,253,138,106, 
LOS ANGELES,9000922D,1311,291,N, ,VBM PORTION,855,514,316, 
LOS ANGELES,9000922D,1311,291,N,2965,TOTAL,1108,652,422, 
LOS ANGELES,9000933A,7614,271,N, ,POLLING PLACE,91,47,37, 
LOS ANGELES,9000933A,7614,271,N, ,VBM PORTION,377,213,150, 
LOS ANGELES,9000933A,7614,271,N,1131,TOTAL,468,260,187, 
LOS ANGELES,9000934A,7615,884,N, ,POLLING PLACE,40,18,18, 
LOS ANGELES,9000934A,7615,884,N, ,VBM PORTION,161,70,81, 
LOS ANGELES,9000934A,7615,884,N,624,TOTAL,201,88,99, 
LOS ANGELES,9000936A,7616,275,N, ,POLLING PLACE,2,1,1, 
LOS ANGELES,9000936A,7616,275,N, ,VBM PORTION,2,2,0, 
LOS ANGELES,9000936A,7616,275,N,7,TOTAL,4,3,1, 
LOS ANGELES,9000941A,1312,277,N, ,POLLING PLACE,177,129,47, 
LOS ANGELES,9000941A,1312,277,N, ,VBM PORTION,914,694,206, 
LOS ANGELES,9000941A,1312,277,N,1776,TOTAL,1091,823,253, 
LOS ANGELES,9000947A,1313,278,N, ,POLLING PLACE,371,282,83, 
LOS ANGELES,9000947A,1313,278,N, ,VBM PORTION,1875,1505,337, 
LOS ANGELES,9000947A,1313,278,N,3533,TOTAL,2246,1787,420, 
LOS ANGELES,9000953A,1314,932,N, ,POLLING PLACE,145,36,101, 
LOS ANGELES,9000953A,1314,932,N, ,VBM PORTION,375,160,206, 
LOS ANGELES,9000953A,1314,932,N,1702,TOTAL,520,196,307, 
LOS ANGELES,9000958C,7617,487,N, ,POLLING PLACE,8,3,5, 
LOS ANGELES,9000958C,7617,487,N, ,VBM PORTION,57,36,16, 
LOS ANGELES,9000958C,7617,487,N,293,TOTAL,65,39,21, 
LOS ANGELES,9000964A,1315,278,N, ,POLLING PLACE,199,129,58, 
LOS ANGELES,9000964A,1315,278,N, ,VBM PORTION,651,423,219, 
LOS ANGELES,9000964A,1315,278,N,1819,TOTAL,850,552,277, 
LOS ANGELES,9000966A,1316,278,N, ,POLLING PLACE,184,118,61, 
LOS ANGELES,9000966A,1316,278,N, ,VBM PORTION,975,702,251, 
LOS ANGELES,9000966A,1316,278,N,2260,TOTAL,1159,820,312, 
LOS ANGELES,9000969A,1317,277,N, ,POLLING PLACE,305,189,107, 
LOS ANGELES,9000969A,1317,277,N, ,VBM PORTION,1342,961,359, 
LOS ANGELES,9000969A,1317,277,N,2965,TOTAL,1647,1150,466, 
LOS ANGELES,9000978A,1318,9,N, ,POLLING PLACE,236,110,116, 
LOS ANGELES,9000978A,1318,9,N, ,VBM PORTION,744,377,343, 
LOS ANGELES,9000978A,1318,9,N,3710,TOTAL,980,487,459, 
LOS ANGELES,9000981A,1319,486,N, ,POLLING PLACE,112,51,57, 
LOS ANGELES,9000981A,1319,486,N, ,VBM PORTION,431,258,166, 
LOS ANGELES,9000981A,1319,486,N,2198,TOTAL,543,309,223, 
LOS ANGELES,9000986A,1320,486,N, ,POLLING PLACE,116,56,58, 
LOS ANGELES,9000986A,1320,486,N, ,VBM PORTION,395,217,166, 
LOS ANGELES,9000986A,1320,486,N,2476,TOTAL,511,273,224, 
LOS ANGELES,9000987A,1321,621,N, ,POLLING PLACE,277,74,197, 
LOS ANGELES,9000987A,1321,621,N, ,VBM PORTION,1221,616,584, 
LOS ANGELES,9000987A,1321,621,N,2631,TOTAL,1498,690,781, 
LOS ANGELES,9000988A,1322,621,N, ,POLLING PLACE,307,140,164, 
LOS ANGELES,9000988A,1322,621,N, ,VBM PORTION,1408,945,428, 
LOS ANGELES,9000988A,1322,621,N,3422,TOTAL,1715,1085,592, 
LOS ANGELES,9000995A,1323,932,N, ,POLLING PLACE,162,42,106, 
LOS ANGELES,9000995A,1323,932,N, ,VBM PORTION,459,195,252, 
LOS ANGELES,9000995A,1323,932,N,2442,TOTAL,621,237,358, 
LOS ANGELES,9001000A,1324,475,N, ,POLLING PLACE,119,70,45, 
LOS ANGELES,9001000A,1324,475,N, ,VBM PORTION,397,234,155, 
LOS ANGELES,9001000A,1324,475,N,1908,TOTAL,516,304,200, 
LOS ANGELES,9001006A,1325,932,N, ,POLLING PLACE,313,116,188, 
LOS ANGELES,9001006A,1325,932,N, ,VBM PORTION,1023,479,514, 
LOS ANGELES,9001006A,1325,932,N,3195,TOTAL,1336,595,702, 
LOS ANGELES,9001014A,7618,298,N, ,POLLING PLACE,93,45,43, 
LOS ANGELES,9001014A,7618,298,N, ,VBM PORTION,374,227,131, 
LOS ANGELES,9001014A,7618,298,N,1475,TOTAL,467,272,174, 
LOS ANGELES,9001019A,1326,777,N, ,POLLING PLACE,400,102,295, 
LOS ANGELES,9001019A,1326,777,N, ,VBM PORTION,1508,719,751, 
LOS ANGELES,9001019A,1326,777,N,3371,TOTAL,1908,821,1046, 
LOS ANGELES,9001019E,7619,777,N, ,POLLING PLACE,4,0,3, 
LOS ANGELES,9001019E,7619,777,N, ,VBM PORTION,101,47,48, 
LOS ANGELES,9001019E,7619,777,N,148,TOTAL,105,47,51, 
LOS ANGELES,9001023A,1327,296,N, ,POLLING PLACE,226,137,84, 
LOS ANGELES,9001023A,1327,296,N, ,VBM PORTION,1014,582,405, 
LOS ANGELES,9001023A,1327,296,N,2994,TOTAL,1240,719,489, 
LOS ANGELES,9001024A,1328,484,N, ,POLLING PLACE,174,105,68, 
LOS ANGELES,9001024A,1328,484,N, ,VBM PORTION,458,276,170, 
LOS ANGELES,9001024A,1328,484,N,2196,TOTAL,632,381,238, 
LOS ANGELES,9001025A,7620,298,N, ,POLLING PLACE,13,6,7, 
LOS ANGELES,9001025A,7620,298,N, ,VBM PORTION,48,30,16, 
LOS ANGELES,9001025A,7620,298,N,144,TOTAL,61,36,23, 
LOS ANGELES,9001027A,7621,777,N, ,POLLING PLACE,59,20,39, 
LOS ANGELES,9001027A,7621,777,N, ,VBM PORTION,310,127,173, 
LOS ANGELES,9001027A,7621,777,N,611,TOTAL,369,147,212, 
LOS ANGELES,9001030A,1329,475,N, ,POLLING PLACE,125,76,44, 
LOS ANGELES,9001030A,1329,475,N, ,VBM PORTION,633,433,188, 
LOS ANGELES,9001030A,1329,475,N,2157,TOTAL,758,509,232, 
LOS ANGELES,9001037B,7622,777,N, ,POLLING PLACE,143,25,112, 
LOS ANGELES,9001037B,7622,777,N, ,VBM PORTION,712,304,393, 
LOS ANGELES,9001037B,7622,777,N,1471,TOTAL,855,329,505, 
LOS ANGELES,9001041A,1330,777,N, ,POLLING PLACE,380,127,247, 
LOS ANGELES,9001041A,1330,777,N, ,VBM PORTION,1620,840,746, 
LOS ANGELES,9001041A,1330,777,N,3103,TOTAL,2000,967,993, 
LOS ANGELES,9001042A,1331,885,N, ,POLLING PLACE,80,53,24, 
LOS ANGELES,9001042A,1331,885,N, ,VBM PORTION,205,117,76, 
LOS ANGELES,9001042A,1331,885,N,1941,TOTAL,285,170,100, 
LOS ANGELES,9001046A,7623,484,N, ,POLLING PLACE,77,56,18, 
LOS ANGELES,9001046A,7623,484,N, ,VBM PORTION,80,46,30, 
LOS ANGELES,9001046A,7623,484,N,743,TOTAL,157,102,48, 
LOS ANGELES,9001047B,1332,298,N, ,POLLING PLACE,165,87,76, 
LOS ANGELES,9001047B,1332,298,N, ,VBM PORTION,713,306,387, 
LOS ANGELES,9001047B,1332,298,N,2870,TOTAL,878,393,463, 
LOS ANGELES,9001049A,1333,777,N, ,POLLING PLACE,240,52,181, 
LOS ANGELES,9001049A,1333,777,N, ,VBM PORTION,1088,397,673, 
LOS ANGELES,9001049A,1333,777,N,2204,TOTAL,1328,449,854, 
LOS ANGELES,9001055A,1334,487,N, ,POLLING PLACE,116,67,48, 
LOS ANGELES,9001055A,1334,487,N, ,VBM PORTION,315,197,113, 
LOS ANGELES,9001055A,1334,487,N,1924,TOTAL,431,264,161, 
LOS ANGELES,9001074A,1335,777,N, ,POLLING PLACE,422,109,304, 
LOS ANGELES,9001074A,1335,777,N, ,VBM PORTION,2302,863,1393, 
LOS ANGELES,9001074A,1335,777,N,4002,TOTAL,2724,972,1697, 
LOS ANGELES,9001078A,1336,296,N, ,POLLING PLACE,190,126,57, 
LOS ANGELES,9001078A,1336,296,N, ,VBM PORTION,594,375,209, 
LOS ANGELES,9001078A,1336,296,N,2132,TOTAL,784,501,266, 
LOS ANGELES,9001079A,1337,885,N, ,POLLING PLACE,55,36,18, 
LOS ANGELES,9001079A,1337,885,N, ,VBM PORTION,197,116,68, 
LOS ANGELES,9001079A,1337,885,N,1721,TOTAL,252,152,86, 
LOS ANGELES,9001080A,1338,773,N, ,POLLING PLACE,258,96,160, 
LOS ANGELES,9001080A,1338,773,N, ,VBM PORTION,1764,855,874, 
LOS ANGELES,9001080A,1338,773,N,2848,TOTAL,2022,951,1034, 
LOS ANGELES,9001081B,1339,486,N, ,POLLING PLACE,126,72,52, 
LOS ANGELES,9001081B,1339,486,N, ,VBM PORTION,420,247,163, 
LOS ANGELES,9001081B,1339,486,N,2683,TOTAL,546,319,215, 
LOS ANGELES,9001091A,1340,777,N, ,POLLING PLACE,316,93,217, 
LOS ANGELES,9001091A,1340,777,N, ,VBM PORTION,1533,743,753, 
LOS ANGELES,9001091A,1340,777,N,2948,TOTAL,1849,836,970, 
LOS ANGELES,9001092A,1341,773,N, ,POLLING PLACE,322,123,195, 
LOS ANGELES,9001092A,1341,773,N, ,VBM PORTION,1788,987,762, 
LOS ANGELES,9001092A,1341,773,N,3443,TOTAL,2110,1110,957, 
LOS ANGELES,9001094A,1342,773,N, ,POLLING PLACE,364,142,212, 
LOS ANGELES,9001094A,1342,773,N, ,VBM PORTION,1770,1007,712, 
LOS ANGELES,9001094A,1342,773,N,3591,TOTAL,2134,1149,924, 
LOS ANGELES,9001098A,1343,297,N, ,POLLING PLACE,294,161,124, 
LOS ANGELES,9001098A,1343,297,N, ,VBM PORTION,1127,717,378, 
LOS ANGELES,9001098A,1343,297,N,3659,TOTAL,1421,878,502, 
LOS ANGELES,9001099A,1344,773,N, ,POLLING PLACE,319,113,200, 
LOS ANGELES,9001099A,1344,773,N, ,VBM PORTION,1943,952,956, 
LOS ANGELES,9001099A,1344,773,N,3357,TOTAL,2262,1065,1156, 
LOS ANGELES,9001106A,1345,773,N, ,POLLING PLACE,275,129,140, 
LOS ANGELES,9001106A,1345,773,N, ,VBM PORTION,1539,928,569, 
LOS ANGELES,9001106A,1345,773,N,3139,TOTAL,1814,1057,709, 
LOS ANGELES,9001111A,1346,466,N, ,POLLING PLACE,300,198,97, 
LOS ANGELES,9001111A,1346,466,N, ,VBM PORTION,1354,1037,290, 
LOS ANGELES,9001111A,1346,466,N,2797,TOTAL,1654,1235,387, 
LOS ANGELES,9001113A,1347,773,N, ,POLLING PLACE,295,150,143, 
LOS ANGELES,9001113A,1347,773,N, ,VBM PORTION,1448,876,542, 
LOS ANGELES,9001113A,1347,773,N,2916,TOTAL,1743,1026,685, 
LOS ANGELES,9001120A,1348,773,N, ,POLLING PLACE,241,105,130, 
LOS ANGELES,9001120A,1348,773,N, ,VBM PORTION,1439,918,489, 
LOS ANGELES,9001120A,1348,773,N,2993,TOTAL,1680,1023,619, 
LOS ANGELES,9001126A,1349,773,N, ,POLLING PLACE,243,119,122, 
LOS ANGELES,9001126A,1349,773,N, ,VBM PORTION,1437,900,494, 
LOS ANGELES,9001126A,1349,773,N,2908,TOTAL,1680,1019,616, 
LOS ANGELES,9001130B,1350,484,N, ,POLLING PLACE,109,51,53, 
LOS ANGELES,9001130B,1350,484,N, ,VBM PORTION,281,161,114, 
LOS ANGELES,9001130B,1350,484,N,1676,TOTAL,390,212,167, 
LOS ANGELES,9001135C,7625,222,N, ,POLLING PLACE,37,10,26, 
LOS ANGELES,9001135C,7625,222,N, ,VBM PORTION,95,33,60, 
LOS ANGELES,9001135C,7625,222,N,188,TOTAL,132,43,86, 
LOS ANGELES,9001165A,1351,458,N, ,POLLING PLACE,213,104,104, 
LOS ANGELES,9001165A,1351,458,N, ,VBM PORTION,1141,719,402, 
LOS ANGELES,9001165A,1351,458,N,2256,TOTAL,1354,823,506, 
LOS ANGELES,9001168A,7627,781,N, ,POLLING PLACE,50,21,29, 
LOS ANGELES,9001168A,7627,781,N, ,VBM PORTION,268,174,92, 
LOS ANGELES,9001168A,7627,781,N,512,TOTAL,318,195,121, 
LOS ANGELES,9001169A,1352,839,N, ,POLLING PLACE,85,52,31, 
LOS ANGELES,9001169A,1352,839,N, ,VBM PORTION,314,185,124, 
LOS ANGELES,9001169A,1352,839,N,2155,TOTAL,399,237,155, 
LOS ANGELES,9001173A,1353,780,N, ,POLLING PLACE,431,188,241, 
LOS ANGELES,9001173A,1353,780,N, ,VBM PORTION,1944,1088,818, 
LOS ANGELES,9001173A,1353,780,N,3639,TOTAL,2375,1276,1059, 
LOS ANGELES,9001175A,1354,466,N, ,POLLING PLACE,399,148,242, 
LOS ANGELES,9001175A,1354,466,N, ,VBM PORTION,1375,862,480, 
LOS ANGELES,9001175A,1354,466,N,3068,TOTAL,1774,1010,722, 
LOS ANGELES,9001177A,1355,773,N, ,POLLING PLACE,377,138,234, 
LOS ANGELES,9001177A,1355,773,N, ,VBM PORTION,2257,1191,1027, 
LOS ANGELES,9001177A,1355,773,N,3723,TOTAL,2634,1329,1261, 
LOS ANGELES,9001180A,7628,204,N, ,POLLING PLACE,131,66,62, 
LOS ANGELES,9001180A,7628,204,N, ,VBM PORTION,810,481,316, 
LOS ANGELES,9001180A,7628,204,N,1514,TOTAL,941,547,378, 
LOS ANGELES,9001188A,1356,885,N, ,POLLING PLACE,84,46,37, 
LOS ANGELES,9001188A,1356,885,N, ,VBM PORTION,195,135,58, 
LOS ANGELES,9001188A,1356,885,N,1923,TOTAL,279,181,95, 
LOS ANGELES,9001191A,1357,204,N, ,POLLING PLACE,319,158,158, 
LOS ANGELES,9001191A,1357,204,N, ,VBM PORTION,1945,1174,736, 
LOS ANGELES,9001191A,1357,204,N,3490,TOTAL,2264,1332,894, 
LOS ANGELES,9001196A,1358,204,N, ,POLLING PLACE,388,185,197, 
LOS ANGELES,9001196A,1358,204,N, ,VBM PORTION,1808,1032,745, 
LOS ANGELES,9001196A,1358,204,N,3756,TOTAL,2196,1217,942, 
LOS ANGELES,9001199B,1359,199,N, ,POLLING PLACE,251,92,157, 
LOS ANGELES,9001199B,1359,199,N, ,VBM PORTION,1362,674,664, 
LOS ANGELES,9001199B,1359,199,N,2546,TOTAL,1613,766,821, 
LOS ANGELES,9001200A,7629,199,N, ,POLLING PLACE,187,89,95, 
LOS ANGELES,9001200A,7629,199,N, ,VBM PORTION,1055,611,427, 
LOS ANGELES,9001200A,7629,199,N,1920,TOTAL,1242,700,522, 
LOS ANGELES,9001204A,1360,885,N, ,POLLING PLACE,95,63,29, 
LOS ANGELES,9001204A,1360,885,N, ,VBM PORTION,297,193,97, 
LOS ANGELES,9001204A,1360,885,N,2054,TOTAL,392,256,126, 
LOS ANGELES,9001210A,1361,291,N, ,POLLING PLACE,189,105,78, 
LOS ANGELES,9001210A,1361,291,N, ,VBM PORTION,575,333,230, 
LOS ANGELES,9001210A,1361,291,N,2733,TOTAL,764,438,308, 
LOS ANGELES,9001219A,1362,209,N, ,POLLING PLACE,260,55,203, 
LOS ANGELES,9001219A,1362,209,N, ,VBM PORTION,1114,418,673, 
LOS ANGELES,9001219A,1362,209,N,2054,TOTAL,1374,473,876, 
LOS ANGELES,9001219C,7630,207,N, ,POLLING PLACE,9,2,7, 
LOS ANGELES,9001219C,7630,207,N, ,VBM PORTION,36,6,30, 
LOS ANGELES,9001219C,7630,207,N,58,TOTAL,45,8,37, 
LOS ANGELES,9001221B,7632,230,N, ,POLLING PLACE,150,66,81, 
LOS ANGELES,9001221B,7632,230,N, ,VBM PORTION,627,367,249, 
LOS ANGELES,9001221B,7632,230,N,1284,TOTAL,777,433,330, 
LOS ANGELES,9001227A,1363,225,N, ,POLLING PLACE,312,87,223, 
LOS ANGELES,9001227A,1363,225,N, ,VBM PORTION,1524,634,862, 
LOS ANGELES,9001227A,1363,225,N,2940,TOTAL,1836,721,1085, 
LOS ANGELES,9001232A,1364,281,N, ,POLLING PLACE,202,100,99, 
LOS ANGELES,9001232A,1364,281,N, ,VBM PORTION,680,367,290, 
LOS ANGELES,9001232A,1364,281,N,2195,TOTAL,882,467,389, 
LOS ANGELES,9001233A,1365,225,N, ,POLLING PLACE,292,146,142, 
LOS ANGELES,9001233A,1365,225,N, ,VBM PORTION,1731,1127,592, 
LOS ANGELES,9001233A,1365,225,N,2926,TOTAL,2023,1273,734, 
LOS ANGELES,9001244B,7633,236,N, ,POLLING PLACE,157,85,67, 
LOS ANGELES,9001244B,7633,236,N, ,VBM PORTION,442,260,167, 
LOS ANGELES,9001244B,7633,236,N,1065,TOTAL,599,345,234, 
LOS ANGELES,9001245A,7634,466,N, ,POLLING PLACE,41,12,28, 
LOS ANGELES,9001245A,7634,466,N, ,VBM PORTION,194,72,119, 
LOS ANGELES,9001245A,7634,466,N,362,TOTAL,235,84,147, 
LOS ANGELES,9001246A,1366,885,N, ,POLLING PLACE,111,71,39, 
LOS ANGELES,9001246A,1366,885,N, ,VBM PORTION,546,401,138, 
LOS ANGELES,9001246A,1366,885,N,2009,TOTAL,657,472,177, 
LOS ANGELES,9001272A,1367,453,N, ,POLLING PLACE,385,165,217, 
LOS ANGELES,9001272A,1367,453,N, ,VBM PORTION,2091,1120,916, 
LOS ANGELES,9001272A,1367,453,N,3953,TOTAL,2476,1285,1133, 
LOS ANGELES,9001277A,1368,230,N, ,POLLING PLACE,357,99,253, 
LOS ANGELES,9001277A,1368,230,N, ,VBM PORTION,1791,789,967, 
LOS ANGELES,9001277A,1368,230,N,3473,TOTAL,2148,888,1220, 
LOS ANGELES,9001280A,1369,452,N, ,POLLING PLACE,309,212,90, 
LOS ANGELES,9001280A,1369,452,N, ,VBM PORTION,904,611,270, 
LOS ANGELES,9001280A,1369,452,N,3288,TOTAL,1213,823,360, 
LOS ANGELES,9001281A,1370,231,N, ,POLLING PLACE,248,136,104, 
LOS ANGELES,9001281A,1370,231,N, ,VBM PORTION,1185,857,293, 
LOS ANGELES,9001281A,1370,231,N,2632,TOTAL,1433,993,397, 
LOS ANGELES,9001283A,1371,222,N, ,POLLING PLACE,225,84,136, 
LOS ANGELES,9001283A,1371,222,N, ,VBM PORTION,1073,623,421, 
LOS ANGELES,9001283A,1371,222,N,2253,TOTAL,1298,707,557, 
LOS ANGELES,9001299A,1372,231,N, ,POLLING PLACE,286,125,156, 
LOS ANGELES,9001299A,1372,231,N, ,VBM PORTION,1561,957,559, 
LOS ANGELES,9001299A,1372,231,N,3317,TOTAL,1847,1082,715, 
LOS ANGELES,9001306A,1373,210,N, ,POLLING PLACE,261,38,223, 
LOS ANGELES,9001306A,1373,210,N, ,VBM PORTION,1610,486,1107, 
LOS ANGELES,9001306A,1373,210,N,2503,TOTAL,1871,524,1330, 
LOS ANGELES,9001310A,1374,210,N, ,POLLING PLACE,307,79,226, 
LOS ANGELES,9001310A,1374,210,N, ,VBM PORTION,1485,613,833, 
LOS ANGELES,9001310A,1374,210,N,2687,TOTAL,1792,692,1059, 
LOS ANGELES,9001317C,1375,210,N, ,POLLING PLACE,382,147,225, 
LOS ANGELES,9001317C,1375,210,N, ,VBM PORTION,1650,854,752, 
