COUNTY OF LOS ANGELES,GENERAL ELECTION,11/3/20,,,,,,,,,,,,
PRES AND VICE PRES, , , , ,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOSEPH R BIDEN,DONALD J TRUMP,GLORIA LA RIVA,ROQUE D GUERRA,HOWIE HAWKINS,JO JORGENSEN,
LOS ANGELES,9003681A,2312,275,N, ,POLLING PLACE,516,134,364,3,3,2,2, 
LOS ANGELES,9003681A,2312,275,N, ,VBM PORTION,1723,1118,532,7,3,7,16, 
LOS ANGELES,9003681A,2312,275,N,2694,TOTAL,2239,1252,896,10,6,9,18, 
LOS ANGELES,9003741A,2313,516,N, ,POLLING PLACE,383,112,258,1,0,0,4, 
LOS ANGELES,9003741A,2313,516,N, ,VBM PORTION,1385,941,400,2,3,6,6, 
LOS ANGELES,9003741A,2313,516,N,2188,TOTAL,1768,1053,658,3,3,6,10, 
LOS ANGELES,9003742A,2314,870,N, ,POLLING PLACE,343,214,115,1,4,1,0, 
LOS ANGELES,9003742A,2314,870,N, ,VBM PORTION,820,656,126,6,2,7,5, 
LOS ANGELES,9003742A,2314,870,N,1798,TOTAL,1163,870,241,7,6,8,5, 
LOS ANGELES,9003763A,2315,498,N, ,POLLING PLACE,341,223,105,1,2,3,2, 
LOS ANGELES,9003763A,2315,498,N, ,VBM PORTION,1733,1281,392,8,2,15,8, 
LOS ANGELES,9003763A,2315,498,N,2798,TOTAL,2074,1504,497,9,4,18,10, 
LOS ANGELES,9003866A,2316,859,N, ,POLLING PLACE,279,222,41,2,5,2,1, 
LOS ANGELES,9003866A,2316,859,N, ,VBM PORTION,830,727,68,6,1,2,7, 
LOS ANGELES,9003866A,2316,859,N,1844,TOTAL,1109,949,109,8,6,4,8, 
LOS ANGELES,9003886A,6866,499,Y, ,POLLING PLACE,77,47,28,0,0,1,0, 
LOS ANGELES,9003886A,6866,499,Y, ,VBM PORTION,240,194,29,2,1,4,1, 
LOS ANGELES,9003886A,6866,499,Y,781,TOTAL,317,241,57,2,1,5,1, 
LOS ANGELES,9003923A,2317,499,N, ,POLLING PLACE,112,75,31,0,2,1,0, 
LOS ANGELES,9003923A,2317,499,N, ,VBM PORTION,189,147,33,0,0,1,1, 
LOS ANGELES,9003923A,2317,499,N,1442,TOTAL,301,222,64,0,2,2,1, 
LOS ANGELES,9003937A,2318,465,N, ,POLLING PLACE,341,266,60,0,2,3,3, 
LOS ANGELES,9003937A,2318,465,N, ,VBM PORTION,1681,1502,128,4,5,15,7, 
LOS ANGELES,9003937A,2318,465,N,2470,TOTAL,2022,1768,188,4,7,18,10, 
LOS ANGELES,9003951B,2319,505,N, ,POLLING PLACE,573,422,127,0,7,5,7, 
LOS ANGELES,9003951B,2319,505,N, ,VBM PORTION,1504,1282,159,9,7,8,12, 
LOS ANGELES,9003951B,2319,505,N,2734,TOTAL,2077,1704,286,9,14,13,19, 
LOS ANGELES,9003952A,2320,499,N, ,POLLING PLACE,306,221,78,1,0,2,3, 
LOS ANGELES,9003952A,2320,499,N, ,VBM PORTION,1229,971,219,4,4,5,9, 
LOS ANGELES,9003952A,2320,499,N,2296,TOTAL,1535,1192,297,5,4,7,12, 
LOS ANGELES,9003969C,2321,516,N, ,POLLING PLACE,288,223,51,1,2,1,5, 
LOS ANGELES,9003969C,2321,516,N, ,VBM PORTION,923,796,96,4,5,2,5, 
LOS ANGELES,9003969C,2321,516,N,1878,TOTAL,1211,1019,147,5,7,3,10, 
LOS ANGELES,9003988A,2322,464,N, ,POLLING PLACE,280,216,48,2,1,2,2, 
LOS ANGELES,9003988A,2322,464,N, ,VBM PORTION,1620,1491,88,4,3,6,4, 
LOS ANGELES,9003988A,2322,464,N,2360,TOTAL,1900,1707,136,6,4,8,6, 
LOS ANGELES,9004090A,2323,465,N, ,POLLING PLACE,256,190,59,2,1,2,0, 
LOS ANGELES,9004090A,2323,465,N, ,VBM PORTION,1201,1059,101,5,4,9,4, 
LOS ANGELES,9004090A,2323,465,N,1878,TOTAL,1457,1249,160,7,5,11,4, 
LOS ANGELES,9004123A,2324,159,N, ,POLLING PLACE,316,107,203,1,1,0,1, 
LOS ANGELES,9004123A,2324,159,N, ,VBM PORTION,1759,1080,594,6,12,11,16, 
LOS ANGELES,9004123A,2324,159,N,2581,TOTAL,2075,1187,797,7,13,11,17, 
LOS ANGELES,9004201A,2325,286,N, ,POLLING PLACE,291,143,138,1,1,1,0, 
LOS ANGELES,9004201A,2325,286,N, ,VBM PORTION,1175,866,271,6,3,14,4, 
LOS ANGELES,9004201A,2325,286,N,2027,TOTAL,1466,1009,409,7,4,15,4, 
LOS ANGELES,9004204A,2326,286,N, ,POLLING PLACE,298,180,103,0,5,2,4, 
LOS ANGELES,9004204A,2326,286,N, ,VBM PORTION,1350,1026,266,7,3,12,8, 
LOS ANGELES,9004204A,2326,286,N,2389,TOTAL,1648,1206,369,7,8,14,12, 
LOS ANGELES,9004210A,2327,279,N, ,POLLING PLACE,359,169,174,3,2,1,2, 
LOS ANGELES,9004210A,2327,279,N, ,VBM PORTION,1448,990,392,10,5,9,15, 
LOS ANGELES,9004210A,2327,279,N,2302,TOTAL,1807,1159,566,13,7,10,17, 
LOS ANGELES,9004212B,2328,187,N, ,POLLING PLACE,309,126,171,2,2,0,1, 
LOS ANGELES,9004212B,2328,187,N, ,VBM PORTION,1427,1037,344,6,7,3,14, 
LOS ANGELES,9004212B,2328,187,N,2217,TOTAL,1736,1163,515,8,9,3,15, 
LOS ANGELES,9004215A,2329,918,N, ,POLLING PLACE,369,170,192,0,0,2,3, 
LOS ANGELES,9004215A,2329,918,N, ,VBM PORTION,1645,1132,449,3,6,9,21, 
LOS ANGELES,9004215A,2329,918,N,2463,TOTAL,2014,1302,641,3,6,11,24, 
LOS ANGELES,9004216A,2330,447,N, ,POLLING PLACE,289,187,87,1,1,2,5, 
LOS ANGELES,9004216A,2330,447,N, ,VBM PORTION,829,668,112,11,5,4,8, 
LOS ANGELES,9004216A,2330,447,N,1664,TOTAL,1118,855,199,12,6,6,13, 
LOS ANGELES,9004217A,2331,276,N, ,POLLING PLACE,283,92,174,1,0,1,6, 
LOS ANGELES,9004217A,2331,276,N, ,VBM PORTION,1438,964,425,3,1,6,8, 
LOS ANGELES,9004217A,2331,276,N,1955,TOTAL,1721,1056,599,4,1,7,14, 
LOS ANGELES,9004219A,2332,513,N, ,POLLING PLACE,245,209,31,0,3,0,0, 
LOS ANGELES,9004219A,2332,513,N, ,VBM PORTION,1082,1006,48,4,1,6,0, 
LOS ANGELES,9004219A,2332,513,N,1711,TOTAL,1327,1215,79,4,4,6,0, 
LOS ANGELES,9004225B,2333,187,N, ,POLLING PLACE,336,208,105,11,3,1,0, 
LOS ANGELES,9004225B,2333,187,N, ,VBM PORTION,1146,895,215,5,5,3,4, 
LOS ANGELES,9004225B,2333,187,N,2209,TOTAL,1482,1103,320,16,8,4,4, 
LOS ANGELES,9004233A,2334,919,N, ,POLLING PLACE,346,213,117,1,5,1,4, 
LOS ANGELES,9004233A,2334,919,N, ,VBM PORTION,952,725,192,6,6,5,8, 
LOS ANGELES,9004233A,2334,919,N,2030,TOTAL,1298,938,309,7,11,6,12, 
LOS ANGELES,9004239A,2335,266,N, ,POLLING PLACE,199,144,51,0,0,3,0, 
LOS ANGELES,9004239A,2335,266,N, ,VBM PORTION,1419,1274,96,5,1,12,6, 
LOS ANGELES,9004239A,2335,266,N,1951,TOTAL,1618,1418,147,5,1,15,6, 
LOS ANGELES,9004240A,2336,275,N, ,POLLING PLACE,384,175,193,3,2,1,3, 
LOS ANGELES,9004240A,2336,275,N, ,VBM PORTION,1846,1376,403,3,4,5,13, 
LOS ANGELES,9004240A,2336,275,N,2798,TOTAL,2230,1551,596,6,6,6,16, 
LOS ANGELES,9005012A,2337,499,N, ,POLLING PLACE,251,167,73,3,2,1,0, 
LOS ANGELES,9005012A,2337,499,N, ,VBM PORTION,1094,856,194,5,3,7,9, 
LOS ANGELES,9005012A,2337,499,N,2016,TOTAL,1345,1023,267,8,5,8,9, 
LOS ANGELES,9005014A,2338,499,N, ,POLLING PLACE,380,273,89,2,2,2,9, 
LOS ANGELES,9005014A,2338,499,N, ,VBM PORTION,1443,1165,241,4,2,10,8, 
LOS ANGELES,9005014A,2338,499,N,2539,TOTAL,1823,1438,330,6,4,12,17, 
LOS ANGELES,9005045A,2339,893,N, ,POLLING PLACE,400,261,128,3,2,1,3, 
LOS ANGELES,9005045A,2339,893,N, ,VBM PORTION,1335,1057,240,4,9,5,12, 
LOS ANGELES,9005045A,2339,893,N,2625,TOTAL,1735,1318,368,7,11,6,15, 
LOS ANGELES,9005105B,2340,465,N, ,POLLING PLACE,134,106,20,1,1,1,2, 
LOS ANGELES,9005105B,2340,465,N, ,VBM PORTION,1089,644,289,35,43,12,14, 
LOS ANGELES,9005105B,2340,465,N,1611,TOTAL,1223,750,309,36,44,13,16, 
LOS ANGELES,9005107A,2341,286,N, ,POLLING PLACE,297,156,129,1,2,2,5, 
LOS ANGELES,9005107A,2341,286,N, ,VBM PORTION,1229,920,262,3,4,10,10, 
LOS ANGELES,9005107A,2341,286,N,2118,TOTAL,1526,1076,391,4,6,12,15, 
LOS ANGELES,9005117A,2342,256,N, ,POLLING PLACE,251,157,85,0,1,1,2, 
LOS ANGELES,9005117A,2342,256,N, ,VBM PORTION,1585,1311,238,2,3,8,8, 
LOS ANGELES,9005117A,2342,256,N,2147,TOTAL,1836,1468,323,2,4,9,10, 
LOS ANGELES,9005118A,2343,266,N, ,POLLING PLACE,252,162,82,3,1,1,1, 
LOS ANGELES,9005118A,2343,266,N, ,VBM PORTION,1252,1056,153,5,7,8,6, 
LOS ANGELES,9005118A,2343,266,N,2004,TOTAL,1504,1218,235,8,8,9,7, 
LOS ANGELES,9005124A,2344,266,N, ,POLLING PLACE,233,160,63,0,3,3,2, 
LOS ANGELES,9005124A,2344,266,N, ,VBM PORTION,1180,1042,104,5,2,3,9, 
LOS ANGELES,9005124A,2344,266,N,1774,TOTAL,1413,1202,167,5,5,6,11, 
LOS ANGELES,9005140A,2345,287,N, ,POLLING PLACE,240,142,93,1,1,2,1, 
LOS ANGELES,9005140A,2345,287,N, ,VBM PORTION,1215,1028,153,5,4,6,7, 
LOS ANGELES,9005140A,2345,287,N,1686,TOTAL,1455,1170,246,6,5,8,8, 
LOS ANGELES,9005142A,2346,293,N, ,POLLING PLACE,315,189,122,0,2,1,0, 
LOS ANGELES,9005142A,2346,293,N, ,VBM PORTION,1677,1423,210,4,1,8,14, 
LOS ANGELES,9005142A,2346,293,N,2336,TOTAL,1992,1612,332,4,3,9,14, 
LOS ANGELES,9005147A,2347,286,N, ,POLLING PLACE,319,245,62,1,2,1,3, 
LOS ANGELES,9005147A,2347,286,N, ,VBM PORTION,1478,1300,127,7,2,12,11, 
LOS ANGELES,9005147A,2347,286,N,2228,TOTAL,1797,1545,189,8,4,13,14, 
LOS ANGELES,9005151B,6867,285,Y, ,POLLING PLACE,125,68,51,1,2,0,1, 
LOS ANGELES,9005151B,6867,285,Y, ,VBM PORTION,685,547,114,4,1,1,7, 
LOS ANGELES,9005151B,6867,285,Y,996,TOTAL,810,615,165,5,3,1,8, 
LOS ANGELES,9005155B,2348,293,N, ,POLLING PLACE,376,219,150,1,0,0,2, 
LOS ANGELES,9005155B,2348,293,N, ,VBM PORTION,1668,1385,235,4,3,4,18, 
LOS ANGELES,9005155B,2348,293,N,2394,TOTAL,2044,1604,385,5,3,4,20, 
LOS ANGELES,9005159A,2349,293,N, ,POLLING PLACE,259,136,114,1,0,1,2, 
LOS ANGELES,9005159A,2349,293,N, ,VBM PORTION,1910,1590,281,2,3,3,9, 
LOS ANGELES,9005159A,2349,293,N,2490,TOTAL,2169,1726,395,3,3,4,11, 
LOS ANGELES,9005161A,2350,293,N, ,POLLING PLACE,312,170,134,0,3,0,5, 
LOS ANGELES,9005161A,2350,293,N, ,VBM PORTION,1939,1651,235,8,3,7,8, 
LOS ANGELES,9005161A,2350,293,N,2611,TOTAL,2251,1821,369,8,6,7,13, 
LOS ANGELES,9005183A,2351,285,N, ,POLLING PLACE,257,131,116,1,3,1,3, 
LOS ANGELES,9005183A,2351,285,N, ,VBM PORTION,1244,1005,197,2,0,2,14, 
LOS ANGELES,9005183A,2351,285,N,1960,TOTAL,1501,1136,313,3,3,3,17, 
LOS ANGELES,9005187A,2352,285,N, ,POLLING PLACE,324,190,120,1,2,1,7, 
LOS ANGELES,9005187A,2352,285,N, ,VBM PORTION,1751,1431,269,3,7,7,12, 
LOS ANGELES,9005187A,2352,285,N,2514,TOTAL,2075,1621,389,4,9,8,19, 
LOS ANGELES,9005188A,2353,286,N, ,POLLING PLACE,318,205,105,0,1,3,1, 
LOS ANGELES,9005188A,2353,286,N, ,VBM PORTION,1099,924,135,4,4,8,7, 
LOS ANGELES,9005188A,2353,286,N,2156,TOTAL,1417,1129,240,4,5,11,8, 
LOS ANGELES,9005205A,2354,786,N, ,POLLING PLACE,262,223,32,0,1,2,1, 
LOS ANGELES,9005205A,2354,786,N, ,VBM PORTION,914,805,79,6,2,3,2, 
LOS ANGELES,9005205A,2354,786,N,1849,TOTAL,1176,1028,111,6,3,5,3, 
LOS ANGELES,9005284A,2355,838,N, ,POLLING PLACE,255,118,122,2,4,3,4, 
LOS ANGELES,9005284A,2355,838,N, ,VBM PORTION,1074,707,324,3,6,5,7, 
LOS ANGELES,9005284A,2355,838,N,1677,TOTAL,1329,825,446,5,10,8,11, 
LOS ANGELES,9005299A,2356,448,N, ,POLLING PLACE,322,214,97,0,1,1,2, 
LOS ANGELES,9005299A,2356,448,N, ,VBM PORTION,1955,1520,378,3,0,12,7, 
LOS ANGELES,9005299A,2356,448,N,2881,TOTAL,2277,1734,475,3,1,13,9, 
LOS ANGELES,9005313A,2357,449,N, ,POLLING PLACE,142,95,39,2,0,1,3, 
LOS ANGELES,9005313A,2357,449,N, ,VBM PORTION,884,816,50,1,1,3,7, 
LOS ANGELES,9005313A,2357,449,N,1336,TOTAL,1026,911,89,3,1,4,10, 
LOS ANGELES,9005315A,2358,449,N, ,POLLING PLACE,117,90,26,0,0,0,0, 
LOS ANGELES,9005315A,2358,449,N, ,VBM PORTION,1002,912,68,0,3,2,6, 
LOS ANGELES,9005315A,2358,449,N,1379,TOTAL,1119,1002,94,0,3,2,6, 
LOS ANGELES,9005316B,2359,513,N, ,POLLING PLACE,173,134,33,0,2,2,1, 
LOS ANGELES,9005316B,2359,513,N, ,VBM PORTION,1270,1169,73,0,0,7,4, 
LOS ANGELES,9005316B,2359,513,N,1954,TOTAL,1443,1303,106,0,2,9,5, 
LOS ANGELES,9005319A,2360,513,N, ,POLLING PLACE,231,189,37,0,0,0,1, 
LOS ANGELES,9005319A,2360,513,N, ,VBM PORTION,1367,1243,87,3,5,8,7, 
LOS ANGELES,9005319A,2360,513,N,2016,TOTAL,1598,1432,124,3,5,8,8, 
LOS ANGELES,9005321A,2361,513,N, ,POLLING PLACE,248,180,60,1,1,1,2, 
LOS ANGELES,9005321A,2361,513,N, ,VBM PORTION,1426,1326,60,4,1,12,8, 
LOS ANGELES,9005321A,2361,513,N,2145,TOTAL,1674,1506,120,5,2,13,10, 
LOS ANGELES,9005389A,2362,460,N, ,POLLING PLACE,508,130,367,1,2,1,1, 
LOS ANGELES,9005389A,2362,460,N, ,VBM PORTION,1455,840,582,1,1,5,4, 
LOS ANGELES,9005389A,2362,460,N,2360,TOTAL,1963,970,949,2,3,6,5, 
LOS ANGELES,9005400A,2363,499,N, ,POLLING PLACE,252,172,69,0,0,2,1, 
LOS ANGELES,9005400A,2363,499,N, ,VBM PORTION,1217,916,262,3,3,7,3, 
LOS ANGELES,9005400A,2363,499,N,2248,TOTAL,1469,1088,331,3,3,9,4, 
LOS ANGELES,9005401A,2364,498,N, ,POLLING PLACE,339,218,108,1,3,2,0, 
LOS ANGELES,9005401A,2364,498,N, ,VBM PORTION,1170,875,240,9,3,14,4, 
LOS ANGELES,9005401A,2364,498,N,2235,TOTAL,1509,1093,348,10,6,16,4, 
LOS ANGELES,9005405A,2365,498,N, ,POLLING PLACE,235,167,57,1,2,1,2, 
LOS ANGELES,9005405A,2365,498,N, ,VBM PORTION,1197,968,180,2,8,7,6, 
LOS ANGELES,9005405A,2365,498,N,2108,TOTAL,1432,1135,237,3,10,8,8, 
LOS ANGELES,9005424A,2366,516,N, ,POLLING PLACE,313,214,89,0,0,1,3, 
LOS ANGELES,9005424A,2366,516,N, ,VBM PORTION,1711,1454,208,2,3,7,12, 
LOS ANGELES,9005424A,2366,516,N,2397,TOTAL,2024,1668,297,2,3,8,15, 
LOS ANGELES,9005484A,2367,735,N, ,POLLING PLACE,199,149,38,1,3,0,3, 
LOS ANGELES,9005484A,2367,735,N, ,VBM PORTION,507,436,50,3,2,3,6, 
LOS ANGELES,9005484A,2367,735,N,1468,TOTAL,706,585,88,4,5,3,9, 
LOS ANGELES,9005494B,2368,513,N, ,POLLING PLACE,197,152,38,2,0,2,1, 
LOS ANGELES,9005494B,2368,513,N, ,VBM PORTION,938,823,89,4,3,5,5, 
LOS ANGELES,9005494B,2368,513,N,1682,TOTAL,1135,975,127,6,3,7,6, 
LOS ANGELES,9005503A,2369,513,N, ,POLLING PLACE,253,209,29,1,0,4,1, 
LOS ANGELES,9005503A,2369,513,N, ,VBM PORTION,948,822,85,4,3,8,6, 
LOS ANGELES,9005503A,2369,513,N,1786,TOTAL,1201,1031,114,5,3,12,7, 
LOS ANGELES,9005530A,2370,287,N, ,POLLING PLACE,300,103,190,0,2,2,1, 
LOS ANGELES,9005530A,2370,287,N, ,VBM PORTION,1022,655,329,3,3,6,8, 
LOS ANGELES,9005530A,2370,287,N,1683,TOTAL,1322,758,519,3,5,8,9, 
LOS ANGELES,9005537A,2371,465,N, ,POLLING PLACE,257,196,52,2,2,1,1, 
LOS ANGELES,9005537A,2371,465,N, ,VBM PORTION,1220,1051,134,9,4,2,3, 
LOS ANGELES,9005537A,2371,465,N,2060,TOTAL,1477,1247,186,11,6,3,4, 
LOS ANGELES,9005543B,2372,465,N, ,POLLING PLACE,392,267,101,5,3,1,5, 
LOS ANGELES,9005543B,2372,465,N, ,VBM PORTION,1328,1061,204,8,4,12,9, 
LOS ANGELES,9005543B,2372,465,N,2481,TOTAL,1720,1328,305,13,7,13,14, 
LOS ANGELES,9005549A,2373,289,N, ,POLLING PLACE,344,172,156,0,1,1,5, 
LOS ANGELES,9005549A,2373,289,N, ,VBM PORTION,1982,1635,276,1,6,16,17, 
LOS ANGELES,9005549A,2373,289,N,2772,TOTAL,2326,1807,432,1,7,17,22, 
LOS ANGELES,9005635A,2374,187,N, ,POLLING PLACE,252,179,61,3,1,0,5, 
LOS ANGELES,9005635A,2374,187,N, ,VBM PORTION,914,775,105,6,4,2,4, 
LOS ANGELES,9005635A,2374,187,N,1679,TOTAL,1166,954,166,9,5,2,9, 
LOS ANGELES,9005638A,2375,187,N, ,POLLING PLACE,305,174,119,5,1,2,2, 
LOS ANGELES,9005638A,2375,187,N, ,VBM PORTION,1093,834,223,6,1,4,5, 
LOS ANGELES,9005638A,2375,187,N,2031,TOTAL,1398,1008,342,11,2,6,7, 
LOS ANGELES,9005645A,2376,180,N, ,POLLING PLACE,496,152,323,5,1,1,4, 
LOS ANGELES,9005645A,2376,180,N, ,VBM PORTION,1247,728,452,2,6,11,14, 
LOS ANGELES,9005645A,2376,180,N,2163,TOTAL,1743,880,775,7,7,12,18, 
LOS ANGELES,9005656A,2377,180,N, ,POLLING PLACE,498,105,375,1,1,2,3, 
LOS ANGELES,9005656A,2377,180,N, ,VBM PORTION,1134,624,462,5,4,8,15, 
LOS ANGELES,9005656A,2377,180,N,2036,TOTAL,1632,729,837,6,5,10,18, 
LOS ANGELES,9005662A,2378,187,N, ,POLLING PLACE,172,102,62,2,2,1,2, 
LOS ANGELES,9005662A,2378,187,N, ,VBM PORTION,817,653,136,6,1,10,7, 
LOS ANGELES,9005662A,2378,187,N,1411,TOTAL,989,755,198,8,3,11,9, 
LOS ANGELES,9005663A,2379,187,N, ,POLLING PLACE,225,107,109,1,0,1,0, 
LOS ANGELES,9005663A,2379,187,N, ,VBM PORTION,825,621,170,2,3,2,4, 
LOS ANGELES,9005663A,2379,187,N,1464,TOTAL,1050,728,279,3,3,3,4, 
LOS ANGELES,9005666A,2380,187,N, ,POLLING PLACE,242,168,60,5,5,0,2, 
LOS ANGELES,9005666A,2380,187,N, ,VBM PORTION,756,634,94,4,3,6,7, 
LOS ANGELES,9005666A,2380,187,N,1707,TOTAL,998,802,154,9,8,6,9, 
LOS ANGELES,9005669A,2381,187,N, ,POLLING PLACE,241,163,63,7,2,2,3, 
LOS ANGELES,9005669A,2381,187,N, ,VBM PORTION,889,677,178,5,6,2,8, 
LOS ANGELES,9005669A,2381,187,N,1760,TOTAL,1130,840,241,12,8,4,11, 
LOS ANGELES,9005757A,2382,505,N, ,POLLING PLACE,362,262,85,4,1,3,2, 
LOS ANGELES,9005757A,2382,505,N, ,VBM PORTION,1168,910,197,9,5,16,6, 
LOS ANGELES,9005757A,2382,505,N,2184,TOTAL,1530,1172,282,13,6,19,8, 
LOS ANGELES,9005769B,2383,505,N, ,POLLING PLACE,352,240,94,2,6,4,2, 
LOS ANGELES,9005769B,2383,505,N, ,VBM PORTION,976,744,193,8,4,10,7, 
LOS ANGELES,9005769B,2383,505,N,2106,TOTAL,1328,984,287,10,10,14,9, 
LOS ANGELES,9005816B,2384,463,N, ,POLLING PLACE,308,199,102,0,1,1,3, 
LOS ANGELES,9005816B,2384,463,N, ,VBM PORTION,1891,1589,242,2,7,12,15, 
LOS ANGELES,9005816B,2384,463,N,2786,TOTAL,2199,1788,344,2,8,13,18, 
LOS ANGELES,9005818A,2385,463,N, ,POLLING PLACE,326,197,111,2,0,1,6, 
LOS ANGELES,9005818A,2385,463,N, ,VBM PORTION,1935,1634,225,4,5,10,24, 
LOS ANGELES,9005818A,2385,463,N,2914,TOTAL,2261,1831,336,6,5,11,30, 
LOS ANGELES,9005820A,2386,463,N, ,POLLING PLACE,342,233,98,0,1,4,2, 
LOS ANGELES,9005820A,2386,463,N, ,VBM PORTION,1889,1621,208,4,1,10,13, 
LOS ANGELES,9005820A,2386,463,N,2772,TOTAL,2231,1854,306,4,2,14,15, 
LOS ANGELES,9005827A,2387,460,N, ,POLLING PLACE,373,192,163,0,2,4,5, 
LOS ANGELES,9005827A,2387,460,N, ,VBM PORTION,2152,1770,311,4,9,3,18, 
LOS ANGELES,9005827A,2387,460,N,3089,TOTAL,2525,1962,474,4,11,7,23, 
LOS ANGELES,9005833A,2388,460,N, ,POLLING PLACE,354,179,162,0,1,3,5, 
LOS ANGELES,9005833A,2388,460,N, ,VBM PORTION,2176,1740,366,1,4,5,24, 
LOS ANGELES,9005833A,2388,460,N,2968,TOTAL,2530,1919,528,1,5,8,29, 
LOS ANGELES,9005923A,2389,460,N, ,POLLING PLACE,330,160,152,0,0,1,2, 
LOS ANGELES,9005923A,2389,460,N, ,VBM PORTION,2422,1785,530,3,4,8,25, 
LOS ANGELES,9005923A,2389,460,N,3134,TOTAL,2752,1945,682,3,4,9,27, 
LOS ANGELES,9005931A,2390,460,N, ,POLLING PLACE,272,156,111,0,0,0,1, 
LOS ANGELES,9005931A,2390,460,N, ,VBM PORTION,1900,1402,411,1,7,6,17, 
LOS ANGELES,9005931A,2390,460,N,2462,TOTAL,2172,1558,522,1,7,6,18, 
LOS ANGELES,9005934A,2391,786,N, ,POLLING PLACE,210,142,60,1,1,0,2, 
LOS ANGELES,9005934A,2391,786,N, ,VBM PORTION,992,860,99,0,1,7,8, 
LOS ANGELES,9005934A,2391,786,N,1482,TOTAL,1202,1002,159,1,2,7,10, 
LOS ANGELES,9005936A,2392,746,N, ,POLLING PLACE,344,272,59,0,2,2,5, 
LOS ANGELES,9005936A,2392,746,N, ,VBM PORTION,1616,1391,169,1,4,3,20, 
LOS ANGELES,9005936A,2392,746,N,2464,TOTAL,1960,1663,228,1,6,5,25, 
LOS ANGELES,9006209A,2393,187,N, ,POLLING PLACE,286,165,111,3,1,1,2, 
LOS ANGELES,9006209A,2393,187,N, ,VBM PORTION,883,661,190,2,7,7,4, 
LOS ANGELES,9006209A,2393,187,N,1700,TOTAL,1169,826,301,5,8,8,6, 
LOS ANGELES,9006214A,2394,187,N, ,POLLING PLACE,253,145,95,3,3,2,4, 
LOS ANGELES,9006214A,2394,187,N, ,VBM PORTION,1032,794,198,1,3,10,3, 
LOS ANGELES,9006214A,2394,187,N,1730,TOTAL,1285,939,293,4,6,12,7, 
LOS ANGELES,9006216A,2395,187,N, ,POLLING PLACE,290,191,83,5,5,1,3, 
LOS ANGELES,9006216A,2395,187,N, ,VBM PORTION,953,749,171,8,1,4,6, 
LOS ANGELES,9006216A,2395,187,N,1749,TOTAL,1243,940,254,13,6,5,9, 
LOS ANGELES,9006220A,2396,189,N, ,POLLING PLACE,423,112,298,2,1,1,2, 
LOS ANGELES,9006220A,2396,189,N, ,VBM PORTION,1333,807,477,1,2,5,14, 
LOS ANGELES,9006220A,2396,189,N,2165,TOTAL,1756,919,775,3,3,6,16, 
LOS ANGELES,9006232A,2397,161,N, ,POLLING PLACE,366,151,208,0,0,1,1, 
LOS ANGELES,9006232A,2397,161,N, ,VBM PORTION,1496,956,462,2,9,9,13, 
LOS ANGELES,9006232A,2397,161,N,2269,TOTAL,1862,1107,670,2,9,10,14, 
LOS ANGELES,9006239A,2398,161,N, ,POLLING PLACE,432,130,290,1,1,1,5, 
LOS ANGELES,9006239A,2398,161,N, ,VBM PORTION,1520,883,561,2,1,9,21, 
LOS ANGELES,9006239A,2398,161,N,2366,TOTAL,1952,1013,851,3,2,10,26, 
LOS ANGELES,9006241C,2399,161,N, ,POLLING PLACE,467,166,293,1,1,0,1, 
LOS ANGELES,9006241C,2399,161,N, ,VBM PORTION,1400,846,511,4,1,0,13, 
LOS ANGELES,9006241C,2399,161,N,2244,TOTAL,1867,1012,804,5,2,0,14, 
LOS ANGELES,9006246A,2400,153,N, ,POLLING PLACE,411,139,262,1,1,0,1, 
LOS ANGELES,9006246A,2400,153,N, ,VBM PORTION,1577,1015,489,2,10,11,13, 
LOS ANGELES,9006246A,2400,153,N,2319,TOTAL,1988,1154,751,3,11,11,14, 
LOS ANGELES,9006247A,2401,153,N, ,POLLING PLACE,281,73,199,1,1,1,1, 
LOS ANGELES,9006247A,2401,153,N, ,VBM PORTION,1169,663,440,3,8,5,19, 
LOS ANGELES,9006247A,2401,153,N,1699,TOTAL,1450,736,639,4,9,6,20, 
LOS ANGELES,9006251A,2402,153,N, ,POLLING PLACE,344,81,252,2,1,0,1, 
LOS ANGELES,9006251A,2402,153,N, ,VBM PORTION,1557,946,545,1,5,8,15, 
LOS ANGELES,9006251A,2402,153,N,2274,TOTAL,1901,1027,797,3,6,8,16, 
LOS ANGELES,9006253A,2403,161,N, ,POLLING PLACE,389,147,227,1,1,1,4, 
LOS ANGELES,9006253A,2403,161,N, ,VBM PORTION,1376,879,434,3,6,6,10, 
LOS ANGELES,9006253A,2403,161,N,2166,TOTAL,1765,1026,661,4,7,7,14, 
LOS ANGELES,9006258A,2404,161,N, ,POLLING PLACE,435,174,245,2,1,0,6, 
LOS ANGELES,9006258A,2404,161,N, ,VBM PORTION,1233,831,349,6,5,3,13, 
LOS ANGELES,9006258A,2404,161,N,2093,TOTAL,1668,1005,594,8,6,3,19, 
LOS ANGELES,9006260A,2405,279,N, ,POLLING PLACE,345,157,172,4,2,2,2, 
LOS ANGELES,9006260A,2405,279,N, ,VBM PORTION,1409,982,369,6,2,7,17, 
